# Constructed from biom file
#OTU ID	PHA1	PHA2	PHA3	PHA4	PHA5	PHB1	PHB2	PHB3	PHB4	PHB5	PLA1	PLA2	PLA3	PLA4	PLA5	PLB1	PLB2	PLB3	PLB4	PLB5	PMA1	PMA2	PMA3	PMA4	PMA5	WBA1	WBA2	WBA3	WBA4	WBA5	WSA1	WSA2	WSA3	WSA4	WSA5	WSB1	WSB2	WSB3	WSB4	WSB5
bc3676c17839094c4fa8e33268905268	491.0	209.0	82.0	171.0	152.0	135.0	161.0	171.0	335.0	359.0	437.0	124.0	191.0	199.0	111.0	137.0	39.0	73.0	77.0	78.0	507.0	229.0	149.0	390.0	146.0	112.0	574.0	163.0	285.0	459.0	424.0	341.0	567.0	125.0	502.0	179.0	14.0	81.0	0.0	105.0
ed3d7020f31a64a765244b28d6ca4be7	94.0	107.0	31.0	116.0	303.0	114.0	16.0	26.0	20.0	88.0	228.0	206.0	280.0	214.0	144.0	764.0	422.0	475.0	734.0	561.0	44.0	43.0	26.0	29.0	29.0	26.0	120.0	44.0	37.0	24.0	144.0	187.0	214.0	61.0	141.0	57.0	0.0	40.0	0.0	40.0
7ff346973a282aa55de296afdb5d74af	216.0	194.0	84.0	254.0	134.0	13.0	17.0	37.0	9.0	42.0	265.0	124.0	321.0	246.0	188.0	355.0	308.0	332.0	372.0	221.0	265.0	149.0	158.0	175.0	178.0	29.0	113.0	53.0	53.0	167.0	117.0	159.0	211.0	21.0	225.0	43.0	0.0	26.0	0.0	24.0
5b5fc41e4def55055e7e165fecdfc4f1	196.0	145.0	25.0	140.0	178.0	0.0	45.0	42.0	0.0	56.0	247.0	186.0	269.0	281.0	175.0	468.0	273.0	323.0	453.0	345.0	163.0	96.0	84.0	108.0	163.0	24.0	141.0	53.0	71.0	38.0	138.0	213.0	176.0	40.0	112.0	32.0	0.0	0.0	24.0	56.0
0b9e7b1532d86d28d872bfd0ba38a575	121.0	95.0	30.0	81.0	295.0	33.0	0.0	14.0	9.0	37.0	401.0	220.0	341.0	298.0	260.0	445.0	231.0	308.0	405.0	335.0	83.0	30.0	28.0	50.0	30.0	20.0	148.0	44.0	50.0	55.0	104.0	233.0	250.0	60.0	189.0	59.0	0.0	37.0	0.0	61.0
3ab9af3e9d29ebb0b244558ddab132ed	120.0	120.0	54.0	147.0	851.0	45.0	12.0	23.0	13.0	37.0	352.0	239.0	341.0	178.0	139.0	164.0	84.0	131.0	212.0	113.0	93.0	45.0	30.0	48.0	29.0	15.0	55.0	21.0	24.0	30.0	89.0	348.0	238.0	42.0	124.0	49.0	0.0	37.0	0.0	40.0
7347881ef3980ea60fc95285a8b34495	216.0	129.0	64.0	97.0	63.0	0.0	36.0	24.0	25.0	80.0	278.0	155.0	191.0	231.0	100.0	364.0	160.0	262.0	283.0	256.0	174.0	76.0	65.0	124.0	46.0	18.0	92.0	35.0	26.0	31.0	72.0	92.0	138.0	23.0	79.0	55.0	0.0	37.0	14.0	46.0
b8c4ed03d7d91546b9f6ad80b80135a3	71.0	57.0	23.0	64.0	57.0	7.0	15.0	16.0	0.0	37.0	274.0	116.0	229.0	273.0	119.0	496.0	320.0	525.0	526.0	287.0	95.0	69.0	26.0	46.0	55.0	13.0	38.0	35.0	26.0	25.0	16.0	31.0	79.0	12.0	40.0	22.0	4.0	20.0	0.0	15.0
10189d683999bf5dd155f1fcbb2e238a	16.0	9.0	7.0	0.0	0.0	127.0	50.0	51.0	241.0	352.0	0.0	0.0	0.0	14.0	28.0	39.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	15.0	25.0	12.0	20.0	0.0	0.0	35.0	28.0	29.0	127.0	33.0	79.0	649.0	410.0	729.0	295.0	741.0
9f04d4582c00cc1372a4a536aaa64d65	134.0	348.0	58.0	179.0	76.0	54.0	88.0	81.0	78.0	160.0	80.0	23.0	91.0	39.0	0.0	18.0	0.0	0.0	11.0	19.0	245.0	116.0	89.0	124.0	115.0	121.0	87.0	42.0	93.0	230.0	146.0	42.0	209.0	0.0	152.0	51.0	0.0	27.0	0.0	38.0
ffedf4870e5cc6cbf414e21fc1d6498e	94.0	48.0	0.0	87.0	55.0	151.0	77.0	44.0	82.0	247.0	53.0	0.0	0.0	60.0	28.0	31.0	0.0	0.0	0.0	0.0	59.0	35.0	32.0	62.0	0.0	64.0	58.0	30.0	68.0	145.0	209.0	258.0	330.0	104.0	535.0	64.0	0.0	31.0	0.0	41.0
ad6c8e2a07f59ddbde3590dccf3ac28c	0.0	0.0	0.0	0.0	0.0	94.0	28.0	31.0	137.0	127.0	0.0	0.0	0.0	0.0	0.0	38.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	29.0	39.0	50.0	0.0	104.0	0.0	70.0	730.0	175.0	379.0	269.0	787.0
462178b32e7a61a61be4703289ef7cc0	44.0	0.0	0.0	0.0	28.0	119.0	36.0	143.0	228.0	265.0	0.0	0.0	0.0	0.0	39.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	74.0	101.0	59.0	101.0	42.0	21.0	95.0	66.0	80.0	421.0	45.0	178.0	271.0	409.0
f2fd9d7b74d80ad0cc6f3439e6325d27	77.0	82.0	38.0	116.0	0.0	0.0	0.0	0.0	0.0	0.0	59.0	65.0	62.0	85.0	86.0	190.0	107.0	165.0	210.0	151.0	79.0	77.0	40.0	106.0	73.0	37.0	104.0	60.0	55.0	75.0	108.0	83.0	178.0	67.0	87.0	0.0	0.0	23.0	0.0	36.0
91f014e30b5624fa3f73a1acfff3da47	41.0	44.0	0.0	142.0	119.0	335.0	90.0	67.0	370.0	308.0	42.0	34.0	0.0	95.0	45.0	24.0	0.0	0.0	22.0	11.0	28.0	13.0	15.0	21.0	32.0	17.0	52.0	18.0	29.0	40.0	98.0	94.0	143.0	72.0	176.0	42.0	0.0	19.0	0.0	23.0
fe1b09ef3e37f4b2bd7223071a47fbcd	18.0	0.0	5.0	16.0	0.0	28.0	30.0	48.0	127.0	76.0	14.0	5.0	0.0	25.0	11.0	25.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	18.0	20.0	27.0	102.0	14.0	49.0	706.0	181.0	337.0	273.0	530.0
178a9d9af5c992c6ac2b830fa5c940ed	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	9.0	0.0	0.0	114.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.0	0.0	6.0	61.0	0.0	31.0	213.0	2098.0
c39e15de7f8295ecfed0969cd53b2126	102.0	79.0	24.0	44.0	102.0	39.0	39.0	22.0	28.0	70.0	108.0	55.0	102.0	93.0	68.0	114.0	69.0	110.0	111.0	53.0	127.0	105.0	73.0	132.0	79.0	28.0	87.0	33.0	37.0	45.0	73.0	72.0	82.0	33.0	56.0	33.0	0.0	16.0	0.0	27.0
132ffe9a542685a423a59236950b46b0	130.0	82.0	13.0	61.0	40.0	9.0	26.0	12.0	0.0	27.0	130.0	83.0	116.0	120.0	57.0	84.0	47.0	71.0	106.0	74.0	69.0	28.0	41.0	48.0	45.0	60.0	183.0	28.0	65.0	55.0	107.0	134.0	131.0	49.0	188.0	16.0	0.0	12.0	0.0	19.0
d998a551152955e86424e667c45e1a31	122.0	90.0	0.0	79.0	64.0	29.0	21.0	32.0	43.0	66.0	43.0	60.0	0.0	37.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	67.0	0.0	0.0	55.0	91.0	201.0	55.0	149.0	153.0	179.0	163.0	173.0	77.0	174.0	91.0	39.0	40.0	25.0	89.0
80d14e7271265765ba657c10a59c4692	107.0	66.0	45.0	67.0	46.0	30.0	37.0	30.0	0.0	38.0	19.0	0.0	0.0	55.0	70.0	75.0	58.0	68.0	113.0	62.0	114.0	72.0	60.0	106.0	121.0	76.0	109.0	37.0	62.0	74.0	146.0	149.0	145.0	64.0	163.0	28.0	0.0	0.0	0.0	0.0
9f644a0e37faf806e34042e46b62f40d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	30.0	120.0	0.0	7.0	6.0	0.0	0.0	55.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	88.0	0.0	45.0	360.0	76.0	155.0	288.0	1108.0
d7438c0443c749f4a83c999f6123978e	100.0	34.0	9.0	22.0	70.0	0.0	0.0	0.0	0.0	12.0	4.0	3.0	0.0	0.0	0.0	7.0	2.0	15.0	0.0	0.0	70.0	19.0	32.0	46.0	85.0	35.0	540.0	137.0	184.0	348.0	288.0	29.0	32.0	112.0	107.0	9.0	0.0	0.0	0.0	15.0
85fca7d0ba5e9b3a3198961bd9557f18	29.0	35.0	11.0	44.0	322.0	638.0	59.0	21.0	52.0	147.0	21.0	21.0	58.0	43.0	39.0	32.0	13.0	0.0	24.0	0.0	10.0	0.0	0.0	9.0	7.0	0.0	53.0	0.0	25.0	29.0	133.0	160.0	102.0	30.0	123.0	34.0	0.0	15.0	0.0	27.0
4c687e9abe11199b993e2ab668384d5c	83.0	48.0	20.0	61.0	30.0	0.0	26.0	13.0	4.0	16.0	121.0	81.0	99.0	62.0	114.0	162.0	93.0	105.0	150.0	97.0	71.0	44.0	23.0	47.0	56.0	31.0	101.0	26.0	36.0	16.0	79.0	119.0	112.0	39.0	107.0	23.0	0.0	0.0	0.0	21.0
771b46716d249dfde91fd5224d2e35e1	36.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	18.0	35.0	0.0	0.0	0.0	0.0	16.0	62.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	68.0	0.0	32.0	93.0	17.0	51.0	823.0	1051.0
d63e3ee111f0d41a61942a4d040b4d1a	70.0	41.0	18.0	61.0	72.0	35.0	33.0	67.0	49.0	83.0	100.0	35.0	78.0	55.0	66.0	74.0	0.0	110.0	81.0	135.0	82.0	60.0	39.0	75.0	103.0	49.0	92.0	40.0	40.0	58.0	70.0	70.0	102.0	28.0	76.0	0.0	0.0	0.0	0.0	29.0
e16d86b7fe770de88e7e8fd0fb6c8b5a	44.0	58.0	0.0	32.0	54.0	0.0	15.0	0.0	32.0	32.0	162.0	89.0	136.0	87.0	81.0	291.0	112.0	139.0	175.0	149.0	55.0	47.0	0.0	65.0	58.0	9.0	0.0	20.0	0.0	13.0	19.0	56.0	44.0	0.0	41.0	27.0	0.0	23.0	0.0	0.0
171972b080255260c9263c8ea1265bd2	59.0	0.0	0.0	98.0	41.0	23.0	28.0	0.0	33.0	59.0	146.0	55.0	120.0	111.0	51.0	96.0	44.0	26.0	60.0	43.0	89.0	83.0	64.0	81.0	0.0	30.0	56.0	46.0	41.0	53.0	91.0	81.0	109.0	0.0	115.0	55.0	10.0	0.0	10.0	0.0
77c728b51dd512851473bf18a399ecf6	46.0	23.0	0.0	112.0	0.0	97.0	58.0	33.0	206.0	321.0	32.0	0.0	38.0	24.0	0.0	32.0	0.0	0.0	0.0	0.0	41.0	13.0	0.0	16.0	22.0	43.0	41.0	22.0	54.0	52.0	86.0	105.0	159.0	92.0	218.0	71.0	0.0	0.0	0.0	26.0
1427435456d4da78e4d4f36902b0a273	83.0	51.0	38.0	49.0	67.0	0.0	0.0	0.0	0.0	0.0	203.0	103.0	161.0	92.0	106.0	152.0	102.0	139.0	211.0	145.0	53.0	0.0	0.0	42.0	0.0	0.0	38.0	0.0	0.0	0.0	55.0	70.0	77.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0
cb5b9907447a49154182dee3ea78d16e	50.0	34.0	100.0	25.0	54.0	0.0	7.0	33.0	7.0	21.0	139.0	209.0	77.0	112.0	35.0	59.0	30.0	0.0	63.0	40.0	125.0	72.0	300.0	117.0	44.0	0.0	86.0	0.0	9.0	12.0	25.0	23.0	43.0	8.0	16.0	34.0	0.0	10.0	12.0	21.0
26005dfb7ad2e8cdbb139846af329663	28.0	0.0	0.0	53.0	172.0	97.0	57.0	86.0	397.0	393.0	64.0	35.0	50.0	21.0	71.0	27.0	0.0	12.0	33.0	22.0	0.0	0.0	0.0	0.0	0.0	25.0	68.0	0.0	17.0	51.0	28.0	23.0	55.0	23.0	62.0	32.0	0.0	17.0	0.0	25.0
1258182ae86060ef52d50d0c430af994	18.0	0.0	0.0	0.0	0.0	131.0	18.0	43.0	130.0	126.0	0.0	9.0	0.0	0.0	19.0	29.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	8.0	35.0	12.0	27.0	558.0	169.0	226.0	115.0	333.0
7d88cb85b80e0024b54a61e7a6da3bf0	100.0	0.0	0.0	67.0	196.0	53.0	27.0	0.0	0.0	0.0	41.0	49.0	62.0	51.0	62.0	105.0	46.0	166.0	111.0	87.0	62.0	0.0	43.0	0.0	34.0	0.0	79.0	54.0	65.0	59.0	82.0	78.0	89.0	52.0	108.0	0.0	0.0	0.0	0.0	0.0
bc84c01dbfc576927c9a43ad8a4fbf8f	97.0	61.0	24.0	41.0	63.0	0.0	8.0	13.0	0.0	6.0	145.0	90.0	92.0	94.0	96.0	107.0	74.0	121.0	146.0	70.0	77.0	58.0	28.0	65.0	52.0	15.0	64.0	18.0	18.0	25.0	20.0	56.0	84.0	32.0	36.0	13.0	0.0	0.0	0.0	15.0
a0b84d1e743c5c63fa472ebb0e5f920e	76.0	55.0	148.0	60.0	0.0	0.0	25.0	0.0	0.0	0.0	100.0	54.0	109.0	89.0	30.0	80.0	52.0	125.0	156.0	98.0	99.0	52.0	43.0	78.0	32.0	39.0	103.0	37.0	0.0	65.0	0.0	56.0	76.0	47.0	0.0	0.0	0.0	12.0	0.0	28.0
ad58f1e40d38be537e5c492eaed8634a	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	23.0	10.0	0.0	7.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	64.0	0.0	0.0	623.0	372.0	458.0	149.0	196.0
e335f74033bc634af43ee6baa84fa247	86.0	63.0	370.0	32.0	43.0	14.0	0.0	33.0	0.0	24.0	21.0	8.0	49.0	16.0	18.0	0.0	0.0	11.0	13.0	22.0	107.0	56.0	697.0	74.0	22.0	0.0	0.0	0.0	0.0	0.0	12.0	9.0	81.0	0.0	0.0	18.0	0.0	21.0	0.0	21.0
0680d77c03416c7007890bf81b367c4e	15.0	11.0	0.0	50.0	0.0	160.0	77.0	115.0	267.0	351.0	0.0	7.0	9.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	10.0	14.0	26.0	56.0	59.0	82.0	103.0	40.0	86.0	138.0	42.0	50.0	51.0	82.0
f1be300df01babcf1897e6103507179f	68.0	52.0	34.0	54.0	43.0	0.0	0.0	0.0	0.0	20.0	78.0	68.0	44.0	82.0	39.0	33.0	36.0	64.0	55.0	45.0	138.0	48.0	107.0	87.0	99.0	32.0	98.0	18.0	57.0	59.0	62.0	57.0	90.0	20.0	91.0	0.0	5.0	0.0	0.0	0.0
fa6aec9a8866ca29ab87167fcbd7bc96	29.0	23.0	13.0	44.0	43.0	31.0	36.0	0.0	5.0	22.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	32.0	15.0	11.0	14.0	37.0	46.0	32.0	0.0	111.0	73.0	250.0	302.0	191.0	79.0	364.0	17.0	0.0	6.0	0.0	22.0
bad02fb4b97f30182ffe6e934f54ad5f	45.0	0.0	59.0	43.0	51.0	0.0	35.0	13.0	0.0	16.0	140.0	139.0	112.0	84.0	58.0	109.0	22.0	88.0	110.0	71.0	115.0	61.0	35.0	106.0	0.0	35.0	77.0	0.0	31.0	33.0	0.0	0.0	42.0	0.0	48.0	40.0	0.0	22.0	0.0	15.0
95ebb508e4059c2fc8fbb8ae2e31d96d	31.0	0.0	9.0	0.0	10.0	89.0	166.0	357.0	393.0	422.0	0.0	6.0	0.0	0.0	14.0	7.0	3.0	0.0	5.0	0.0	0.0	7.0	4.0	0.0	0.0	6.0	6.0	0.0	18.0	10.0	15.0	8.0	51.0	0.0	32.0	92.0	0.0	36.0	0.0	45.0
35c36f390c82158a0a54d5d68efa7621	103.0	57.0	14.0	55.0	57.0	93.0	82.0	20.0	10.0	86.0	36.0	18.0	0.0	39.0	12.0	16.0	0.0	0.0	0.0	0.0	59.0	35.0	30.0	53.0	59.0	45.0	103.0	39.0	63.0	65.0	96.0	115.0	145.0	68.0	138.0	16.0	0.0	0.0	0.0	11.0
ca062221b62b696374ab9857e0e08144	93.0	87.0	34.0	65.0	49.0	17.0	0.0	22.0	20.0	33.0	49.0	26.0	38.0	53.0	0.0	46.0	0.0	37.0	51.0	0.0	75.0	41.0	0.0	44.0	47.0	50.0	106.0	18.0	98.0	102.0	122.0	80.0	122.0	26.0	105.0	39.0	0.0	0.0	0.0	0.0
0f74a957d2a112908a68b9ad19d1da6d	42.0	54.0	0.0	37.0	978.0	21.0	0.0	0.0	0.0	0.0	18.0	30.0	71.0	40.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	30.0	29.0	0.0	25.0	77.0	126.0	66.0	0.0	46.0	29.0	0.0	0.0	0.0	25.0
e2674e0200a8373a5ae8f9cbd9748cbf	57.0	0.0	40.0	56.0	0.0	42.0	45.0	28.0	80.0	86.0	57.0	50.0	57.0	52.0	34.0	54.0	42.0	0.0	41.0	44.0	48.0	43.0	19.0	0.0	57.0	47.0	42.0	0.0	87.0	72.0	80.0	107.0	129.0	80.0	66.0	0.0	0.0	11.0	0.0	10.0
bb740c10ad31d5779e628bccffdb5015	81.0	77.0	0.0	83.0	40.0	0.0	41.0	27.0	0.0	0.0	62.0	45.0	85.0	94.0	69.0	100.0	55.0	96.0	89.0	57.0	68.0	49.0	35.0	58.0	59.0	0.0	57.0	0.0	0.0	55.0	48.0	59.0	66.0	23.0	53.0	0.0	0.0	0.0	0.0	18.0
9e3f4b2dd9c220249d190247409ff4f7	7.0	0.0	0.0	37.0	0.0	56.0	34.0	42.0	218.0	297.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	12.0	0.0	0.0	18.0	22.0	33.0	70.0	23.0	64.0	261.0	146.0	122.0	40.0	177.0
2806035fae048301a74a05171afdafb9	85.0	65.0	34.0	110.0	29.0	0.0	23.0	45.0	21.0	42.0	0.0	0.0	44.0	39.0	0.0	0.0	0.0	0.0	0.0	0.0	34.0	53.0	0.0	31.0	65.0	25.0	52.0	54.0	90.0	118.0	99.0	119.0	107.0	31.0	275.0	0.0	0.0	0.0	0.0	14.0
35ebae74843490d505c7a299cab0109f	84.0	44.0	12.0	71.0	35.0	167.0	67.0	46.0	83.0	83.0	39.0	43.0	27.0	69.0	30.0	15.0	0.0	9.0	16.0	0.0	28.0	10.0	18.0	26.0	59.0	34.0	47.0	28.0	43.0	43.0	74.0	86.0	71.0	48.0	100.0	26.0	0.0	0.0	0.0	14.0
5cf6237c23c1a51ceee40eb78cc7ab9d	71.0	20.0	11.0	28.0	64.0	48.0	130.0	74.0	121.0	163.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	62.0	22.0	16.0	42.0	49.0	10.0	120.0	43.0	70.0	59.0	80.0	73.0	85.0	47.0	85.0	47.0	0.0	0.0	27.0	18.0
ad4cba5280fb47cbebea01e7031af61c	53.0	60.0	24.0	99.0	165.0	68.0	38.0	51.0	92.0	105.0	135.0	71.0	144.0	83.0	117.0	41.0	0.0	0.0	29.0	15.0	31.0	0.0	0.0	32.0	0.0	0.0	43.0	0.0	0.0	0.0	26.0	21.0	50.0	0.0	33.0	21.0	0.0	0.0	11.0	0.0
d554f717d25d5f90590ec252d3c67d0d	91.0	64.0	10.0	72.0	229.0	64.0	29.0	26.0	10.0	36.0	59.0	62.0	73.0	61.0	76.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0	15.0	0.0	28.0	13.0	25.0	10.0	0.0	17.0	102.0	132.0	90.0	40.0	160.0	20.0	0.0	0.0	0.0	13.0
fff403787cac577298a30cf453644e2f	25.0	0.0	0.0	22.0	0.0	22.0	0.0	0.0	41.0	67.0	14.0	0.0	0.0	37.0	0.0	16.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	13.0	0.0	0.0	0.0	68.0	0.0	0.0	395.0	195.0	334.0	174.0	204.0
1c2b8892a0d7f828d72808cd01cfd199	43.0	34.0	69.0	0.0	33.0	21.0	43.0	23.0	0.0	27.0	76.0	74.0	105.0	38.0	54.0	54.0	28.0	36.0	31.0	23.0	54.0	13.0	65.0	59.0	53.0	0.0	40.0	25.0	37.0	26.0	55.0	85.0	121.0	21.0	63.0	32.0	0.0	0.0	0.0	0.0
0fa9b44d52836d2f173f4ac532f8a013	94.0	99.0	49.0	46.0	32.0	0.0	12.0	10.0	0.0	15.0	52.0	29.0	43.0	51.0	23.0	33.0	19.0	26.0	39.0	32.0	125.0	76.0	32.0	70.0	36.0	28.0	91.0	15.0	28.0	56.0	68.0	53.0	86.0	13.0	51.0	10.0	0.0	0.0	0.0	16.0
cd0d71ff0e87b112270278bbb8ba69cb	23.0	0.0	0.0	0.0	0.0	0.0	4.0	10.0	0.0	24.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	34.0	0.0	0.0	907.0	103.0	193.0	108.0	114.0
fd1098cd571337c869bc804919b0f630	18.0	0.0	23.0	52.0	163.0	70.0	34.0	46.0	80.0	84.0	88.0	45.0	94.0	117.0	67.0	63.0	26.0	62.0	79.0	41.0	39.0	0.0	16.0	0.0	0.0	13.0	39.0	0.0	0.0	0.0	47.0	43.0	57.0	0.0	38.0	0.0	0.0	0.0	0.0	0.0
053c09f43a8ca677723e10f2650f95aa	41.0	50.0	0.0	100.0	69.0	205.0	47.0	47.0	103.0	160.0	48.0	33.0	0.0	50.0	36.0	20.0	0.0	0.0	0.0	11.0	0.0	34.0	16.0	35.0	0.0	0.0	14.0	0.0	0.0	16.0	58.0	82.0	57.0	44.0	72.0	26.0	0.0	0.0	0.0	24.0
8562afaf3955423d4eda6d71b8b277d8	36.0	27.0	16.0	0.0	0.0	32.0	41.0	11.0	28.0	19.0	159.0	80.0	111.0	58.0	74.0	81.0	45.0	50.0	64.0	90.0	0.0	23.0	17.0	24.0	23.0	9.0	0.0	9.0	26.0	0.0	57.0	51.0	96.0	20.0	64.0	18.0	0.0	21.0	0.0	17.0
95b0d4f1aee6d2f42602026d5c634276	51.0	46.0	0.0	41.0	64.0	15.0	0.0	0.0	0.0	0.0	63.0	46.0	52.0	40.0	67.0	91.0	54.0	81.0	125.0	46.0	17.0	14.0	0.0	17.0	0.0	19.0	60.0	20.0	0.0	21.0	60.0	115.0	112.0	23.0	65.0	24.0	0.0	14.0	0.0	17.0
3b3315919f5c6cf8e1051cbc3b9c2557	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.0	0.0	0.0	0.0	0.0	0.0	55.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	73.0	0.0	34.0	86.0	0.0	42.0	310.0	813.0
4457bfd8e0cc459a2088fdaa222aa3af	47.0	12.0	0.0	36.0	133.0	0.0	0.0	0.0	37.0	27.0	50.0	37.0	53.0	18.0	19.0	0.0	0.0	51.0	19.0	0.0	0.0	0.0	71.0	0.0	0.0	26.0	144.0	45.0	61.0	30.0	123.0	129.0	93.0	47.0	132.0	0.0	0.0	0.0	0.0	0.0
4c48f902fc45189421bf9a60bf0b0e64	31.0	0.0	0.0	83.0	103.0	102.0	38.0	31.0	94.0	141.0	32.0	52.0	63.0	43.0	34.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	30.0	18.0	0.0	0.0	44.0	40.0	63.0	51.0	59.0	81.0	12.0	96.0	40.0	40.0
83e948f389f9d97b0c975afc880989e8	29.0	17.0	0.0	18.0	59.0	0.0	27.0	20.0	30.0	20.0	95.0	33.0	92.0	67.0	61.0	103.0	47.0	128.0	121.0	88.0	25.0	30.0	24.0	16.0	0.0	0.0	47.0	0.0	16.0	0.0	25.0	42.0	44.0	36.0	50.0	0.0	0.0	0.0	0.0	0.0
c43ccad8f58430e360c76332e20e3172	86.0	67.0	29.0	39.0	30.0	0.0	0.0	0.0	0.0	18.0	43.0	24.0	67.0	65.0	34.0	36.0	30.0	31.0	59.0	39.0	73.0	41.0	36.0	61.0	67.0	31.0	32.0	23.0	63.0	41.0	61.0	42.0	59.0	22.0	45.0	0.0	0.0	13.0	0.0	0.0
ef4be264869b2056c5119cdb81db3e95	28.0	26.0	15.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0	257.0	0.0	94.0	65.0	73.0	0.0	61.0	0.0	32.0	104.0	0.0	19.0	39.0	50.0	57.0	0.0	351.0	0.0	17.0	0.0	0.0	18.0	43.0	0.0	0.0	12.0	0.0	9.0	0.0	0.0
79b3b6c751c001ddeb49b14eb3cba615	0.0	0.0	0.0	42.0	0.0	0.0	0.0	0.0	0.0	0.0	102.0	47.0	73.0	54.0	33.0	208.0	118.0	206.0	228.0	178.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.0	48.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0
fd168b90a99583d6b8c99a13516d2da2	34.0	33.0	0.0	0.0	28.0	60.0	90.0	354.0	124.0	470.0	18.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	17.0	0.0	6.0	0.0	0.0	7.0	0.0	0.0	17.0	0.0	0.0	0.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0
2903937dfc516de18555f8c8b607847e	0.0	13.0	0.0	87.0	0.0	55.0	50.0	155.0	281.0	399.0	23.0	0.0	13.0	0.0	22.0	0.0	11.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.0	92.0	0.0	47.0	0.0	47.0
7c0869dfc538e3115b8a02911990e263	23.0	35.0	0.0	0.0	10.0	13.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	215.0	47.0	152.0	229.0	352.0	60.0	13.0	18.0	17.0	78.0	0.0	0.0	0.0	0.0	8.0
1368aca6d12ec4a9bbf16a2ff67104e1	70.0	40.0	0.0	96.0	20.0	25.0	14.0	31.0	13.0	37.0	0.0	0.0	28.0	20.0	0.0	24.0	0.0	8.0	0.0	8.0	72.0	27.0	38.0	35.0	56.0	30.0	68.0	26.0	50.0	109.0	60.0	50.0	104.0	19.0	63.0	21.0	0.0	0.0	0.0	27.0
d829bee4984f82ffc2453212157caf96	19.0	25.0	14.0	0.0	31.0	0.0	0.0	0.0	0.0	0.0	75.0	65.0	89.0	46.0	56.0	123.0	78.0	115.0	134.0	89.0	29.0	14.0	0.0	27.0	21.0	13.0	30.0	13.0	25.0	0.0	26.0	46.0	38.0	0.0	0.0	13.0	0.0	0.0	0.0	22.0
